# Harmony V0.2.8 甲方测试报告：仅整句命中时生效，禁止作为全局子串规则。
请您留下姓名地址或联系电话我们找到走失人员失误后一定及时通知您,请您留下姓名地址或联系电话我们找到走失人员失物后一定及时通知您,report_v028
武器严格按人民警察使用警械核武器条例使用,武器严格按人民警察使用警械和武器条例使用,report_v028
易引发民转型的矛盾纠纷,易引发民转刑的矛盾纠纷,report_v028
单领装备需按规定佩戴,单警装备需按规定佩戴,report_v028
注销户口死亡间出,注销户口死亡迁出,report_v028
击毙二8181,GB28181,report_v028
GB二8181,GB28181,report_v028
金银扰民纠纷,经营扰民纠纷,report_v028
历届权属纠纷,地界权属纠纷,report_v028
全市地质采集,全市地址查询,report_v028
人员全向查询,人员全项查询,report_v028
人员权限查询,人员全项查询,report_v028
人员权向查询,人员全项查询,report_v028
为迁劳动合同,未签劳动合同,report_v028
避免明转刑,避免民转刑,report_v028
吹泪喷射器,催泪喷射器,report_v028
接触警流程,接处警流程,report_v028
仅卫赌财及,经纬度采集,report_v028
经纬度赛机,经纬度采集,report_v028
精卫度传奇,经纬度采集,report_v028
亲子群平台,勤指情平台,report_v028
请自信平台,情指行平台,report_v028
脂性接触井,指信接处警,report_v028
按揭事了,案结事了,report_v028
并按侦察,并案侦查,report_v028
触景完毕,处警完毕,report_v028
促警促进,处警反馈,report_v028
当场办节,当场办结,report_v028
定分指针,定纷止争,report_v028
丰桥景丹,枫桥经验,report_v028
风条经典,枫桥经验,report_v028
枫桥惊艳,枫桥经验,report_v028
封条经验,枫桥经验,report_v028
工商赔偿,工伤赔偿,report_v028
讲勤法理,讲清法理,report_v028
奖金法理,讲清法理,report_v028
揭面秩序,街面秩序,report_v028
街面见景,街面见警,report_v028
金井智能,京警智联,report_v028
仅名联调,警民联调,report_v028
仅名两条,警民联调,report_v028
仅名年新,警民连心,report_v028
紧邻联调,警民联调,report_v028
紧民联调,警民联调,report_v028
纠纷摸牌,纠纷摸排,report_v028
联调联储,联调联处,report_v028
灵力不和,邻里不和,report_v028
清茶快菜,清查快采,report_v028
请勿提醒,勤务提醒,report_v028
请指中心,情指中心,report_v028
色卡盘查,设卡盘查,report_v028
上情统计,上勤统计,report_v028
事法明理,释法明理,report_v028
书上围观,疏散围观,report_v028
题型警示,提醒警示,report_v028
息事邻人,息事宁人,report_v028
悉数罢访,息诉罢访,report_v028
现实办结,限时办结,report_v028
限时办节,限时办结,report_v028
巡察管理,巡查管理,report_v028
讯问笔录,询问笔录,report_v028
压降法案,压降发案,report_v028
阳光景物,阳光警务,report_v028
一方多珠,一房多租,report_v028
依次告知,一次告知,report_v028
暂不登记,暂住登记,report_v028
赞助登记,暂住登记,report_v028
增值不下,争执不下,report_v028
知识人员,滋事人员,report_v028
帮信最,帮信罪,report_v028
宝畅通,保畅通,report_v028
串病案,串并案,report_v028
带头盔,戴头盔,report_v028
接处景,接处警,report_v028
欠人心,欠薪,report_v028
请子行,情指行,report_v028
请自信,情指行,report_v028
请自行,情指行,report_v028
网格缘,网格员,report_v028
网格源,网格员,report_v028
陷阱率,见警率,report_v028
一天报,已填报,report_v028
一填报,已填报,report_v028
壹锦宝,e警保,report_v028
以填报,已填报,report_v028
邦信,帮信,report_v028
背情,备勤,report_v028
边剪,边检,report_v028
不空,布控,report_v028
不寻,步巡,report_v028
代理,带离,report_v028
兑奖,对讲,report_v028
防爆,防暴,report_v028
故宫,布控,report_v028
故正,固证,report_v028
嘿嘿,黑飞,report_v028
互评,护平安,report_v028
户证,户政,report_v028
幻岭,换领,report_v028
机枪,缉枪,report_v028
鸡呀,羁押,report_v028
积压,羁押,report_v028
技增,技侦,report_v028
简介,警戒,report_v028
仅见,警鉴,report_v028
禁戒,警戒,report_v028
警钟,警综,report_v028
局传,拘传,report_v028
菱牌,临牌,report_v028
毛条,矛调,report_v028
摸牌,摸排,report_v028
七零,欺凌,report_v028
青藏,清障,report_v028
射稳,涉稳,report_v028
甜心,欠薪,report_v028
网淘,网逃,report_v028
网投,网逃,report_v028
网增,网侦,report_v028
现行,限行,report_v028
讯问,询问,report_v028
一景,义警,report_v028
智报,治爆,report_v028
自爆,治爆,report_v028
迁警情前要确认警情类别和管辖单位,签警情前要确认警情类别和管辖单位,device_tts_20260807
千景情前要确认警情类别和管辖单位,签警情前要确认警情类别和管辖单位,harmony_device_20260811
千景丹之前先核对处置经过和当事人信息,签警单之前先核对处置经过和当事人信息,harmony_device_20260811
夜班交接时，班长逐条检查是否已签收警情,夜班交接时，班长逐条检查是否已签警情,device_tts_20260807
夜班交接时班长逐条检查是否已签收警情,夜班交接时班长逐条检查是否已签警情,device_tts_20260807
# 20260813 三星 SM-G9758 麦克风实测与同事截图：仅纠正整条短 final，禁止全局子串替换。
仙警情,签警情,samsung_mic_20260813
千锦情,签警情,samsung_mic_20260813
千警情,签警情,samsung_mic_20260813
千警情情,签警情,samsung_mic_20260813
# 20260814 三星 SM-G9758 麦克风实测与甲方反馈：签警情/签警单分别纠正，仅匹配整条短 final。
千景情,签警情,client_and_samsung_mic_20260814
天锦情,签警情,client_feedback_20260814
天警情,签警情,client_feedback_20260814
先警情,签警情,client_feedback_20260814
边警情,签警情,client_feedback_20260814
天井丹,签警单,client_feedback_20260814
天景丹,签警单,client_feedback_20260814
# 20260814 三星 SM-G9758 下一轮麦克风实测：仅纠正整条短 final，保护正常“前景”上下文。
前景情,签警情,samsung_mic_round3_20260814
见见情,签警情,samsung_mic_round3_20260814
# 20260814 三星 SM-G9758 下一轮麦克风实测：两个术语分别纠正；高歧义“前警情”不映射。
见警情,签警情,samsung_mic_round4_20260814
前景单,签警单,samsung_mic_round4_20260814
